"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","KhonKaen"
-33.9779504052059,11.3576224528279,2,"DHF_add","m3h.rATQeT","KhonKaen"
-38.5984713553939,8.32887941229045,3,"DHF_add","m3h.rta","KhonKaen"
-46.2061355570019,9.68561372719819,4,"DHF_add","m3h.raQeT","KhonKaen"
-48.3945074773633,11.9106941149441,5,"DHF_add","m3h.rAT","KhonKaen"
-93.7935234797308,12.5798207852633,6,"DHF_add","m1h.rtaQeT","KhonKaen"
-106.560229277691,13.874071006858,7,"DHF_add","m1h.rta","KhonKaen"
-110.952162577729,15.3540333291144,8,"DHF_add","m3h.ra","KhonKaen"
-112.41200644915,15.2044550796568,9,"DHF_add","m3h.rtQeT","KhonKaen"
-122.204949031274,13.5463283526409,10,"DHF_add","m1h.raQeT","KhonKaen"
-132.945473871401,15.9119170335806,11,"DHF_add","m1h.rATQeT","KhonKaen"
-135.453766243887,16.7849991315832,12,"DHF_add","m3h.rt","KhonKaen"
-141.137067016407,15.9762627691549,13,"DHF_add","m1h.rAT","KhonKaen"
-153.344055857459,16.1760157198528,14,"DHF_add","m1h.ra","KhonKaen"
-163.313951647955,18.7756105138898,15,"DHF_add","m3hQeT","KhonKaen"
-202.818674017612,19.8118623981054,16,"DHF_add","m3h","KhonKaen"
-367.977422016786,20.3487195123977,17,"DHF_add","m1h.rtQeT","KhonKaen"
-413.937243484212,21.9796739414094,18,"DHF_add","m1h.rt","KhonKaen"
-426.980198569586,22.3739117971478,19,"DHF_add","m1h","KhonKaen"
