"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtQeT","Phayao"
-2.56597209778028,4.02331337622823,1,"DHF_add","m3h.rt","Phayao"
-12.4411688205362,4.74439304534593,2,"DHF_add","m3h.rtaQeT","Phayao"
-15.1361460970495,6.43388109419112,3,"DHF_add","m3h.rta","Phayao"
-22.7072002124318,8.40809479039454,4,"DHF_add","m3h.rATQeT","Phayao"
-22.8013268601932,7.49965983537025,5,"DHF_add","m3h.raQeT","Phayao"
-23.6589661876977,7.26530325794687,6,"DHF_add","m1h.raQeT","Phayao"
-26.5156635762828,8.66303952630548,7,"DHF_add","m3h.ra","Phayao"
-27.8473714882527,8.30356498095311,8,"DHF_add","m1h.ra","Phayao"
-28.014552785772,8.44702775955205,9,"DHF_add","m3h.rAT","Phayao"
-33.9238003526239,6.66161483149875,10,"DHF_add","m1h.rtaQeT","Phayao"
-34.6754327367126,9.18976861266988,11,"DHF_add","m3h","Phayao"
-38.79742239966,9.42967553553201,12,"DHF_add","m3hQeT","Phayao"
-53.4040034695137,10.966464743274,13,"DHF_add","m1h.rATQeT","Phayao"
-73.0239279395836,12.1712266483017,14,"DHF_add","m1h.rt","Phayao"
-77.8399586431055,11.7402404917015,15,"DHF_add","m1h.rtQeT","Phayao"
-101.440997976994,13.3017911356007,16,"DHF_add","m1h","Phayao"
