"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Phitsanulok"
-12.1419875838104,8.50966102603385,1,"DHF_add","m3h.rta","Phitsanulok"
-23.8050920956546,9.73168718438784,2,"DHF_add","m3h.rtQeT","Phitsanulok"
-24.3967549351103,10.2750986663177,3,"DHF_add","m1h.rtaQeT","Phitsanulok"
-28.8782285537759,10.0880013508327,4,"DHF_add","m3h.rATQeT","Phitsanulok"
-38.0861347846085,11.6498654776492,5,"DHF_add","m3h.rAT","Phitsanulok"
-44.7880829418034,12.752018364532,6,"DHF_add","m3h.rt","Phitsanulok"
-45.8430042665873,13.0748416290094,7,"DHF_add","m1h.rta","Phitsanulok"
-46.9274546725587,9.39949151804906,8,"DHF_add","m3h.raQeT","Phitsanulok"
-52.2251364693473,11.9519832612682,9,"DHF_add","m1h.raQeT","Phitsanulok"
-70.9787298876572,14.0030515189639,10,"DHF_add","m1h.rATQeT","Phitsanulok"
-73.5908418987747,13.825816426797,11,"DHF_add","m3h.ra","Phitsanulok"
-80.4670539469133,14.60117922435,12,"DHF_add","m1h.rAT","Phitsanulok"
-91.5955661980203,15.7225232883102,13,"DHF_add","m1h.ra","Phitsanulok"
-181.821544738048,18.1619177199968,14,"DHF_add","m1h.rtQeT","Phitsanulok"
-243.226903243066,20.1524481921239,15,"DHF_add","m1hQeT","Phitsanulok"
-275.119781217938,20.7685956260073,16,"DHF_add","m1h.rt","Phitsanulok"
-315.124213599257,20.8427116075114,17,"DHF_add","m1h","Phitsanulok"
