"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","PrachuapKhiriKhan"
-12.1708839910434,7.20030234495125,1,"DHF_add","m3h.rta","PrachuapKhiriKhan"
-17.3365817222827,6.74870169727151,2,"DHF_add","m3h.rtQeT","PrachuapKhiriKhan"
-17.7241227128498,7.03006301266805,3,"DHF_add","m1h.rtaQeT","PrachuapKhiriKhan"
-27.2852669770364,7.4691634094569,4,"DHF_add","m3h.rATQeT","PrachuapKhiriKhan"
-28.8692884193896,7.94987368673061,5,"DHF_add","m3h.rAT","PrachuapKhiriKhan"
-33.1066222157718,10.3655451563771,6,"DHF_add","m1h.rta","PrachuapKhiriKhan"
-33.3964925138118,6.45880273810603,7,"DHF_add","m3h.raQeT","PrachuapKhiriKhan"
-36.550973097991,9.61562483575573,8,"DHF_add","m3h.rt","PrachuapKhiriKhan"
-38.650858327698,9.54144413895999,9,"DHF_add","m3hQeT","PrachuapKhiriKhan"
-39.6734059184904,7.58256856405208,10,"DHF_add","m1h.raQeT","PrachuapKhiriKhan"
-59.9475173578709,9.93810951537623,11,"DHF_add","m1h.rATQeT","PrachuapKhiriKhan"
-62.6379994157893,10.3233663016063,12,"DHF_add","m1h.rAT","PrachuapKhiriKhan"
-66.4359743530553,10.4794643515521,13,"DHF_add","m3h.ra","PrachuapKhiriKhan"
-72.0559304148613,12.2089607791323,14,"DHF_add","m1h.ra","PrachuapKhiriKhan"
-88.2102220920009,13.0984317407168,15,"DHF_add","m3h","PrachuapKhiriKhan"
-173.3889261842,15.1493383073763,16,"DHF_add","m1h.rtQeT","PrachuapKhiriKhan"
-234.928862050803,20.4205883024985,17,"DHF_add","m1h.rt","PrachuapKhiriKhan"
-245.878929584983,21.4910264824648,18,"DHF_add","m1h","PrachuapKhiriKhan"
