"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","PrachinBuri"
-5.01310754662155,6.71339982080814,1,"DHF_add","m3h.rtQeT","PrachinBuri"
-10.0473687828333,6.87494252195935,1,"DHF_add","m3h.raQeT","PrachinBuri"
-10.1099781366293,6.3269839070236,1,"DHF_add","m1h.rtaQeT","PrachinBuri"
-12.2960196889466,7.41788051922613,1,"DHF_add","m3h.rta","PrachinBuri"
-12.9416010418069,7.19962957308444,1,"DHF_add","m3h.rATQeT","PrachinBuri"
-13.6003118637589,7.69100626392238,1,"DHF_add","m3h.rAT","PrachinBuri"
-23.8736782893093,9.98630728039028,2,"DHF_add","m3h.rt","PrachinBuri"
-27.1716258113652,8.91563620803813,3,"DHF_add","m1h.raQeT","PrachinBuri"
-29.3666844179449,10.0672743344274,4,"DHF_add","m1h.rta","PrachinBuri"
-41.1246157153058,11.6454666561883,5,"DHF_add","m3h.ra","PrachinBuri"
-60.8455407246855,12.6971953210795,6,"DHF_add","m1h.ra","PrachinBuri"
-63.1940143236509,10.5972346354467,7,"DHF_add","m1h.rATQeT","PrachinBuri"
-65.3819755851927,11.19725247707,8,"DHF_add","m1h.rAT","PrachinBuri"
-85.4179214312173,14.0856816435863,9,"DHF_add","m3h","PrachinBuri"
-182.820187559687,16.3285395283132,10,"DHF_add","m1h.rtQeT","PrachinBuri"
-260.339655868998,18.7571465176059,11,"DHF_add","m1h.rt","PrachinBuri"
-299.328186825259,20.2663428015395,12,"DHF_add","m1h","PrachinBuri"
-515.696157253448,32.7027953658644,13,"DHF_add","m3hQeT","PrachinBuri"
