"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtQeT","Phuket"
-3.20308159048752,5.6811072949042,1,"DHF_add","m1h.rtaQeT","Phuket"
-3.26671785082047,6.26880357636501,1,"DHF_add","m3h.rtaQeT","Phuket"
-12.6024857097661,5.54770019769359,2,"DHF_add","m3h.rt","Phuket"
-14.3229068800096,6.72019847236184,3,"DHF_add","m3h.rta","Phuket"
-15.1149520983656,7.18353717632368,4,"DHF_add","m1h.rta","Phuket"
-24.0353638364294,8.14450260887115,5,"DHF_add","m1h.rtQeT","Phuket"
-51.711301304456,11.1038194584931,6,"DHF_add","m3h.ra","Phuket"
-52.0384166376185,10.6818456098313,7,"DHF_add","m1h.raQeT","Phuket"
-52.3369937553534,11.8199754752279,8,"DHF_add","m3h.raQeT","Phuket"
-58.8734456182186,12.3697310429474,9,"DHF_add","m3h.rATQeT","Phuket"
-60.0746434473153,10.6690755461957,10,"DHF_add","m1h.ra","Phuket"
-60.3035352634104,11.5609743707346,11,"DHF_add","m3h.rAT","Phuket"
-72.8769846026499,10.415722620198,12,"DHF_add","m3h","Phuket"
-78.7356249485602,12.7320161685894,13,"DHF_add","m1h.rATQeT","Phuket"
-82.0638035911002,12.6541555455538,14,"DHF_add","m3hQeT","Phuket"
-87.5397074115791,12.4307397297241,15,"DHF_add","m1h.rt","Phuket"
-129.465842199076,17.0057851157677,16,"DHF_add","m1hQeT","Phuket"
-156.028517078922,15.1601168688828,17,"DHF_add","m1h","Phuket"
