"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","SamutSakhon"
-0.820802325918219,5.8284353982801,1,"DHF_add","m3h.rtQeT","SamutSakhon"
-10.9668233805232,6.93884274709757,1,"DHF_add","m1h.rtaQeT","SamutSakhon"
-16.0417139792467,6.96738489539558,2,"DHF_add","m3h.raQeT","SamutSakhon"
-20.0696664214327,9.29395447889532,3,"DHF_add","m3h.rt","SamutSakhon"
-20.9141610234515,8.75858335985744,4,"DHF_add","m3h.rta","SamutSakhon"
-23.0113575126769,8.89651157141294,5,"DHF_add","m3h.rAT","SamutSakhon"
-29.9313460599535,7.52252911992455,6,"DHF_add","m3h.rATQeT","SamutSakhon"
-31.8664846678947,7.13330102451092,7,"DHF_add","m1h.raQeT","SamutSakhon"
-32.2935653894614,9.19451662587193,8,"DHF_add","m1h.rta","SamutSakhon"
-50.1147808643691,10.1501832061069,9,"DHF_add","m1h.rATQeT","SamutSakhon"
-51.2658895648086,10.4433053796521,10,"DHF_add","m1h.rAT","SamutSakhon"
-55.1749181578138,10.5553730919413,11,"DHF_add","m3h.ra","SamutSakhon"
-56.6633954745071,10.8835412134383,12,"DHF_add","m1h.ra","SamutSakhon"
-57.7941410530109,12.157576925236,13,"DHF_add","m1h.rtQeT","SamutSakhon"
-72.927308003318,11.5866688773914,14,"DHF_add","m3h","SamutSakhon"
-108.876234618897,14.6455971186902,15,"DHF_add","m1hQeT","SamutSakhon"
-116.916609385029,17.5891701564975,16,"DHF_add","m1h.rt","SamutSakhon"
-171.733628921803,20.3588781180148,17,"DHF_add","m1h","SamutSakhon"
