"mean","lower","mid","upper","ESS","Rhat","var","ivar","converged","ess.thres","nwarm"
1.35360886929272,0.972832128590435,1.26413510247441,2.24449776996477,4393.94274434617,1.00018032196786,"omega",1,TRUE,300,3000
0.519358171858299,0.453080013227659,0.517421235992255,0.597263683933046,5412.71841437077,0.999900487175111,"theta",1,TRUE,300,3000
0.082849911129245,0.0677701024011619,0.0829709687468042,0.0971477218544892,2049.47031324021,1.00079353706508,"lambda",1,TRUE,300,3000
0.0150000053477691,0.00556750496417926,0.0142251575551214,0.0285514645882645,2088.23518967352,1.00188228874909,"lambda",2,TRUE,300,3000
0.0413686582448936,0.0175809755552573,0.0397489867229516,0.0759518601963954,1832.12141906145,1.00231870849058,"lambda",3,TRUE,300,3000
0.0287814887145002,0.0127607175288161,0.0278523644612149,0.0499534661619767,1735.40620639275,1.00109210891868,"lambda",4,TRUE,300,3000
0.0505935797079077,0.0234006234932069,0.0490798112646931,0.0865905939662981,1769.73785760897,1.00221157360284,"lambda",5,TRUE,300,3000
0.0469191731381568,0.0214484886378411,0.0458599401449554,0.0792107643750781,1547.97499940031,1.0022225825164,"lambda",6,TRUE,300,3000
0.00596182755037119,0.00255337889015763,0.0057210652474196,0.010545636476107,1628.9430487771,1.00210542461445,"lambda",7,TRUE,300,3000
0.0066042529903083,0.00295423013698255,0.00636299843138317,0.0116074157639435,1683.1431828941,1.00226500751765,"lambda",8,TRUE,300,3000
0.015959151781787,0.00739972580934361,0.0154524040597027,0.0275435156207788,1637.29121200751,1.00171601406287,"lambda",9,TRUE,300,3000
0.0193328975904121,0.0100067836491339,0.0190159293670983,0.0308273695475232,1487.10225279617,1.00285406746919,"lambda",10,TRUE,300,3000
0.0744358887158469,0.0463196015884743,0.0740617457409115,0.104702192879486,1624.07236710782,1.00123690188138,"lambda",11,TRUE,300,3000
0.0171240499415534,0.00950119962672664,0.016823939896708,0.0266264376620801,1760.52647214151,1.00189643676954,"lambda",12,TRUE,300,3000
0.0204144856586335,0.0119781751353661,0.0202190343381463,0.0305334514546304,1653.70096301189,1.00124485661378,"lambda",13,TRUE,300,3000
0.0217622709617679,0.0124904525879947,0.0214366861208165,0.033423041401429,1792.52962314807,1.00157847503379,"lambda",14,TRUE,300,3000
0.0225435282065762,0.0128296939427124,0.0220772583771574,0.0346037336575231,1780.82321367523,1.00157088717431,"lambda",15,TRUE,300,3000
0.0256077807899237,0.0145138212727172,0.0250163931929513,0.0400558149134103,1873.16688676242,1.00137149977256,"lambda",16,TRUE,300,3000
0.0861177035247616,0.0471802337783561,0.0784308427294815,0.168223118954458,939.867412020783,1.00451815141915,"binnedPhiA",1,TRUE,300,3000
0.132349549961282,0.0783084506037211,0.121832772194836,0.249705591680891,933.282789518966,1.00439373269025,"binnedPhiA",2,TRUE,300,3000
0.160964946714712,0.0935494560596396,0.151251869230188,0.282909940093057,1209.44811613701,1.00220400214887,"binnedPhiA",3,TRUE,300,3000
0.100857130837937,0.0382253703654415,0.0980638706741014,0.178886999016695,3124.99393720998,1.00232539091565,"binnedPhiA",4,TRUE,300,3000
0.0291931397736606,0.000954338565352873,0.0213938779261589,0.0974121978246747,4663.02060064399,0.999931433904428,"binnedPhiA",5,TRUE,300,3000
0.141508830596099,0.0409581962945454,0.141928987027826,0.241181206783284,4400.73264422683,0.999661194639331,"binnedPhiA",6,TRUE,300,3000
0.0902978541672165,0.00533424979937066,0.0850227753233265,0.211641749724548,5535.08420949683,0.999918091363845,"binnedPhiA",7,TRUE,300,3000
0.0905289656488306,0.00377890820899123,0.0771569539365953,0.247636291935078,5120.76525186009,1.00018729059262,"binnedPhiA",8,TRUE,300,3000
0.174914136161771,0.007153290756677,0.14437849602092,0.516683686656626,5083.09720337754,1.00020865604882,"binnedPhiA",9,TRUE,300,3000
0.154256074532084,0.00838879527251827,0.143419750206776,0.371408573958687,5071.3060467972,0.999869537794774,"binnedPhiA",10,TRUE,300,3000
0.246119781854842,0.00976459983804682,0.220522427784515,0.626535903911724,5771.33327611545,1.00029951175388,"binnedPhiA",11,TRUE,300,3000
0.241015606834984,0.0103193208141971,0.221591142017752,0.587660193821263,6256.13263677371,1.00090496905912,"binnedPhiA",12,TRUE,300,3000
0.304926847321686,0.0134440765901026,0.281629997742585,0.741261404786152,5454.52267160202,1.00042773526165,"binnedPhiA",13,TRUE,300,3000
0.346091175806856,0.0147680334246568,0.30178395364461,0.896713308062111,6112.17846246658,1.00099344848793,"binnedPhiA",14,TRUE,300,3000
0.240815568435166,0.012675264051337,0.210651505343983,0.638877293321717,6064.9063167831,0.99981912018358,"binnedPhiA",15,TRUE,300,3000
0.896506204786304,0.657400211228531,0.921283169922978,0.996569793202518,5902.13766263663,1.00031382717284,"binnedPhiA",16,TRUE,300,3000
0.074435614897075,0.0231153050819167,0.0696186798561625,0.150084358789521,4799.17386666337,1.00036750279773,"binnedQe",1,TRUE,300,3000
0.785382363922118,0.47707706209003,0.804261972333808,0.991780324619135,4465.32812860383,1.00031766729034,"binnedQe",2,TRUE,300,3000
0.0406121330749253,0.0012555153523427,0.0309842498409456,0.13361056294952,5399.03230138949,1.00002558654178,"binnedQe",3,TRUE,300,3000
0.0207327197274614,0.00401976017515147,0.0175111258397243,0.0552803591589714,3316.06126460263,0.999834074939697,"binnedQe",4,TRUE,300,3000
0.536069117399003,0.330301868496731,0.53534985590692,0.73468104222038,4996.96058197284,1.00016596843556,"binnedQe",5,TRUE,300,3000
