"t","ag"
7,5
9,4
9,5
10,5
29,1
29,2
29,4
29,5
29,6
29,7
29,9
29,10
29,11
30,1
30,4
30,5
30,6
30,7
30,10
31,1
31,6
31,7
31,9
31,10
32,1
32,2
32,4
32,5
32,6
32,7
32,9
32,10
32,11
32,13
33,4
33,6
33,7
33,9
33,10
34,1
34,2
35,1
35,2
35,4
36,1
36,2
37,1
37,2
