"t","ag"
7,5
23,1
24,1
24,2
25,1
25,2
26,1
26,4
26,5
26,6
26,7
26,9
26,10
26,14
27,1
27,2
27,4
27,6
27,7
29,1
29,2
29,4
30,1
30,2
30,4
31,1
31,2
31,4
32,16
33,16
35,5
35,6
35,7
35,14
35,15
35,17
36,6
