"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,57,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,30,28,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,40,36,34,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,35,32,29,27,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,41,37,34,31,28,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,80,70,64,60,53,51,42,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,109,97,85,78,72,64,61,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,37,34,30,26,24,22,20,19,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,171,156,142,126,111,101,94,84,77,67,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,168,151,137,125,111,98,89,82,74,68,59,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,247,221,198,180,164,146,128,117,108,97,91,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,277,249,223,200,182,166,148,129,118,109,98,92,78,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,382,347,313,280,250,228,208,185,162,149,137,123,114,98,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,370,337,306,276,246,220,201,183,163,143,131,121,108,101,87,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,443,414,377,343,309,276,247,225,205,182,160,147,135,121,113,97,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,493,455,425,387,352,317,284,254,231,211,188,165,151,139,124,117,100,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,544,515,475,444,405,368,332,297,266,242,220,197,172,158,146,130,127,104,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,631,590,558,514,481,438,399,359,321,287,262,238,212,186,170,157,141,131,113,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,638,604,564,534,492,460,419,381,343,307,275,251,228,203,178,163,151,135,126,108,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
