"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,33,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,35,32,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,35,31,28,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,51,46,41,37,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,44,39,36,32,28,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,75,65,58,53,47,44,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,89,79,68,62,56,50,45,38,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,38,33,29,25,23,21,18,17,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,118,100,87,77,67,60,55,48,43,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,202,181,153,134,118,102,92,84,74,66,57,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,232,200,179,152,132,117,101,92,83,74,67,56,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,286,250,215,192,163,142,126,109,99,89,79,72,60,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,328,296,258,222,199,168,147,130,113,102,92,82,74,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,433,385,346,302,261,233,197,172,152,132,119,108,96,87,73,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,449,412,366,330,288,248,221,188,164,145,125,113,103,91,82,70,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,534,476,436,388,349,305,263,235,199,173,153,133,120,109,97,88,74,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,613,565,504,461,410,370,323,278,249,211,184,163,141,127,116,103,97,78,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,796,742,683,608,558,496,447,389,336,300,255,222,196,170,154,140,124,112,94,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,853,790,736,678,604,553,492,443,387,333,298,253,220,195,169,153,139,123,112,94,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,1215,1143,1059,987,909,810,742,660,594,518,447,399,339,295,261,226,205,186,165,149,126,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,948,888,835,774,721,664,591,542,482,434,379,326,291,247,216,191,165,149,136,120,109,92,74,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,1383,1310,1226,1154,1070,995,918,819,749,667,600,525,453,404,344,299,265,230,208,189,167,162,127,102,0,0,0,0,0,0,0,0,0,0,0,0
1211,1153,1098,1038,973,915,848,790,727,648,594,528,476,415,358,319,271,236,209,181,164,149,132,118,101,81,0,0,0,0,0,0,0,0,0,0,0
1432,1358,1293,1231,1165,1090,1026,951,886,815,727,666,592,534,465,401,358,304,265,234,203,184,167,148,134,113,91,0,0,0,0,0,0,0,0,0,0
1763,1685,1598,1522,1449,1371,1284,1208,1119,1043,960,856,784,697,628,548,472,422,358,312,276,239,216,197,174,157,133,107,0,0,0,0,0,0,0,0,0
1644,1579,1510,1432,1363,1298,1228,1150,1082,1003,934,860,766,702,625,563,491,423,378,321,279,247,214,194,176,156,140,119,96,0,0,0,0,0,0,0,0
1939,1870,1798,1718,1630,1551,1477,1398,1309,1232,1142,1063,979,873,800,712,641,559,483,431,366,319,282,245,221,201,178,165,136,109,0,0,0,0,0,0,0
2278,2214,2136,2052,1961,1860,1771,1686,1595,1494,1405,1303,1214,1116,996,912,811,731,637,550,491,417,363,321,279,251,229,203,181,154,125,0,0,0,0,0,0
