"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,97,77,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,50,47,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,64,54,51,41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,70,60,51,48,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,115,102,87,74,68,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,172,143,126,108,92,88,69,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,182,153,127,112,96,82,77,62,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,73,64,54,45,39,33,28,27,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,381,327,284,239,199,175,149,127,117,97,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,370,321,275,239,201,168,148,126,107,99,82,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,446,391,339,291,253,213,177,156,133,113,107,87,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,599,529,463,402,344,299,253,210,185,157,134,127,102,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,817,721,637,557,484,414,360,304,253,223,189,162,151,124,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,793,719,634,560,489,425,364,317,268,222,196,167,142,133,109,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,1147,1049,950,838,740,647,562,482,419,353,294,259,220,188,176,144,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,1297,1179,1077,976,861,761,665,578,496,431,364,302,266,227,193,182,147,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,1340,1240,1126,1028,933,823,728,636,553,474,412,348,289,255,217,185,181,141,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,1500,1400,1293,1174,1074,973,858,758,663,576,494,429,362,301,265,226,193,180,147,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,1612,1509,1408,1301,1182,1080,979,863,763,667,579,497,432,365,303,267,227,194,182,148,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,1881,1784,1670,1558,1439,1308,1195,1083,956,844,738,641,550,478,403,335,296,252,215,201,164,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,1670,1588,1506,1410,1315,1215,1104,1008,914,806,712,623,541,464,403,341,283,249,212,181,170,138,115,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,1987,1909,1813,1719,1611,1501,1388,1262,1153,1046,922,817,714,620,533,463,392,325,286,244,208,209,158,130,0,0,0,0,0,0,0,0,0,0,0,0
2128,2066,1961,1880,1787,1695,1587,1481,1368,1243,1135,1029,908,802,701,609,523,454,383,319,281,239,204,190,156,129,0,0,0,0,0,0,0,0,0,0,0
2309,2229,2164,2054,1970,1872,1776,1662,1552,1433,1302,1190,1078,952,841,735,638,548,476,402,334,294,251,214,200,163,135,0,0,0,0,0,0,0,0,0,0
2790,2697,2604,2528,2399,2301,2187,2074,1942,1812,1673,1521,1389,1259,1112,982,859,745,640,556,469,390,344,293,250,232,190,158,0,0,0,0,0,0,0,0,0
2569,2497,2414,2331,2262,2148,2059,1957,1856,1738,1622,1498,1361,1243,1128,995,879,769,667,573,498,420,349,308,262,223,208,170,142,0,0,0,0,0,0,0,0
3240,3157,3071,2968,2866,2782,2640,2533,2407,2283,2138,1994,1842,1675,1530,1388,1224,1082,946,822,706,613,518,430,379,323,275,265,210,173,0,0,0,0,0,0,0
3820,3741,3646,3545,3427,3309,3212,3049,2924,2779,2635,2468,2303,2125,1932,1765,1601,1413,1247,1091,947,814,707,596,496,436,372,317,293,242,201,0,0,0,0,0,0
3865,3774,3696,3602,3502,3385,3269,3172,3011,2888,2745,2603,2437,2274,2099,1908,1743,1580,1395,1232,1077,935,803,698,589,490,431,367,313,290,239,199,0,0,0,0,0
4323,4262,4161,4076,3972,3862,3734,3605,3499,3322,3185,3028,2871,2689,2509,2316,2106,1923,1744,1539,1360,1189,1032,887,771,650,541,476,406,346,322,264,219,0,0,0,0
4138,4074,4017,3921,3841,3744,3639,3519,3397,3297,3130,3001,2853,2705,2534,2365,2183,1984,1812,1644,1450,1281,1120,973,836,726,613,509,449,382,326,303,249,207,0,0,0
4877,4805,4733,4665,4555,4461,4347,4229,4087,3947,3831,3635,3489,3316,3144,2945,2746,2537,2307,2107,1912,1686,1492,1305,1133,974,845,715,593,523,446,379,368,289,239,0,0
4687,4620,4555,4484,4421,4316,4228,4121,4006,3873,3739,3630,3446,3303,3140,2978,2789,2603,2402,2184,1995,1809,1597,1410,1233,1070,920,799,674,561,494,421,359,333,274,228,0
5256,5202,5129,5056,4978,4908,4792,4693,4573,4447,4299,4151,4029,3825,3668,3486,3306,3096,2890,2667,2425,2215,2009,1773,1566,1370,1189,1022,887,749,623,548,467,398,370,304,253
4607,4564,4517,4454,4390,4323,4262,4161,4076,3972,3862,3733,3604,3499,3321,3185,3027,2871,2688,2509,2316,2105,1924,1744,1539,1359,1189,1032,887,770,650,540,476,405,346,322,263
