"mean","lower","upper","ESS","Rhat","var","ivar","converged","ess.thres","nwarm"
1.44299729353447,1.11587781084722,1.85402010143915,7361.50373089705,1.00033783873921,"omega",1,TRUE,300,3000
0.100208625920277,0.0740854267380495,0.129983564196444,6874.59312944724,1.00042031592399,"theta",1,TRUE,300,3000
0.0627541036633111,0.0570264511821304,0.0689315497452562,7331.38831814814,0.99997767555407,"lambda",1,TRUE,300,3000
0.233977861495848,0.162354041484197,0.304373281067731,7000.8368619905,1.0001573266253,"lambda",2,TRUE,300,3000
0.247376700969636,0.142704115599958,0.363808008036509,6915.19523229335,0.999806074031991,"lambda",3,TRUE,300,3000
0.0269149940883903,0.00809892012913168,0.0629746502078397,6898.85919913421,1.00087681413434,"lambda",4,TRUE,300,3000
0.0224970344608291,0.00653341448124541,0.0543157046959368,6761.65949402146,1.00089914125458,"lambda",5,TRUE,300,3000
0.0259030610996433,0.00801520281493288,0.0641152195641609,6901.63138262016,0.999897929785758,"lambda",6,TRUE,300,3000
0.0069014915944321,0.00199839075583253,0.0180179449161131,6572.9674078446,1.00017701930135,"lambda",7,TRUE,300,3000
0.0868514192567523,0.0441620500607921,0.240006711788357,5754.49296237582,0.999704799215143,"lambda",8,TRUE,300,3000
0.00351373673608484,0.00156302848504954,0.0104760489629141,5780.49180285112,0.999711280392207,"lambda",9,TRUE,300,3000
0.0530871967793049,0.0178137527780784,0.102491656093468,7027.87168775635,0.999992419871702,"lambda",10,TRUE,300,3000
0.0683150782570454,0.0253531948332659,0.131810776277307,7046.8884331796,1.00016616500677,"lambda",11,TRUE,300,3000
0.0760210054358351,0.0279705685660457,0.146439042516448,7320.68234823244,0.999940483757089,"lambda",12,TRUE,300,3000
0.0342802617671924,0.0124364891244383,0.0667206178726197,7192.12937267184,0.999833678573147,"lambda",13,TRUE,300,3000
0.0409020483134702,0.0194413761345661,0.0731150485394932,7146.74580243323,0.999980060860722,"lambda",14,TRUE,300,3000
0.0557296769928528,0.0278599371479835,0.0974481998288101,7049.48178977778,1.00012573752435,"lambda",15,TRUE,300,3000
0.0631328333113001,0.0308040563701311,0.109515758728595,7022.76331908896,1.00006364028594,"lambda",16,TRUE,300,3000
0.040639887897853,0.0199721276422258,0.0701786498519733,7022.68373675768,0.999981962824594,"lambda",17,TRUE,300,3000
0.0317262581492067,0.0110519864146217,0.0584058463548329,6993.49051864029,0.999870826305179,"lambda",18,TRUE,300,3000
0.0359173526973049,0.0131028385576159,0.0647661163342612,6849.36536593864,0.999954304289489,"lambda",19,TRUE,300,3000
0.0586139266523043,0.0233606789311744,0.110425885381389,6565.74524383748,0.999866136715941,"lambda",20,TRUE,300,3000
0.0105147552364258,0.00375221057416783,0.0212940342327619,6346.47827541364,0.999780389440314,"lambda",21,TRUE,300,3000
0.0171297009667221,0.00985450243286367,0.0303442695381388,6698.15091165487,0.999802371697245,"lambda",22,TRUE,300,3000
0.00785856868411344,0.00447783652190146,0.0138279147518508,6483.16733070948,0.999771722664915,"lambda",23,TRUE,300,3000
0.00742027412524916,0.00141742269572237,0.0199642928620556,7293.19104812137,0.999784226190081,"lambda",24,TRUE,300,3000
0.00493656511505331,0.000952915839028819,0.0134508046831177,7318.11351081665,0.999826239124892,"lambda",25,TRUE,300,3000
0.0166131515477679,0.00505498522456185,0.0315089583713357,7027.12628024646,0.999925020947695,"lambda",26,TRUE,300,3000
0.0211416939100714,0.00687510942231323,0.0380879427905845,6892.46847924203,0.999827014406045,"lambda",27,TRUE,300,3000
0.010482255664263,0.0024915749946099,0.0234995653371013,6979.59444662961,0.999681853914448,"lambda",28,TRUE,300,3000
0.0211381888545613,0.00528365557755079,0.0454603332241314,6973.22208428309,0.999753463275445,"lambda",29,TRUE,300,3000
0.00796140150006513,0.00244828104689978,0.0166001194257511,6884.36653517976,0.999879036541968,"lambda",30,TRUE,300,3000
0.0235286387099106,0.00806207470483028,0.0458956718942102,6984.14056378933,0.999887607968173,"lambda",31,TRUE,300,3000
0.00870140460922005,0.00394468373006003,0.0160461513165829,6872.38251363471,0.999843664812706,"lambda",32,TRUE,300,3000
0.00808382592533748,0.00370349698538395,0.0146845686944006,6763.91793287375,1.00021854133603,"lambda",33,TRUE,300,3000
0.0124471650451134,0.00588143660129896,0.0220491289093868,6702.46108258325,1.00014145977412,"lambda",34,TRUE,300,3000
0.00475004459736231,0.00218032150839169,0.00856985536604495,6831.52599361529,0.999942932747365,"lambda",35,TRUE,300,3000
0.0214049779478192,0.0106539284805849,0.0367392643668113,6673.43156907942,0.999771150301138,"lambda",36,TRUE,300,3000
0.00821023206368542,0.00394893236195786,0.014514871053435,6974.58436837294,0.999897409049879,"lambda",37,TRUE,300,3000
0.0109113548454061,0.00528936931290855,0.0192670469114673,6450.25978181054,1.00004623125153,"lambda",38,TRUE,300,3000
0.0084083780760205,0.0057725775049599,0.0126513109142834,7529.91745537311,0.999742668949629,"binnedPhiT",1,TRUE,300,3000
0.296066082321587,0.0784928596824467,0.784161448056453,6904.95940012002,1.00085289186163,"binnedPhiT",2,TRUE,300,3000
0.367993260403974,0.0923879235801817,0.889093390361716,6798.71662932953,0.999754767755299,"binnedPhiT",3,TRUE,300,3000
0.606159076696736,0.153102143146191,0.978576711357736,6320.59852698337,0.999753163263776,"binnedPhiT",4,TRUE,300,3000
0.167825383924932,0.0644491909988439,0.41167973442701,6880.71036200823,0.999756266035704,"binnedPhiT",5,TRUE,300,3000
0.147305715103783,0.0597409230984401,0.354623559242895,6962.78286599506,1.00024522051561,"binnedPhiT",6,TRUE,300,3000
0.409164498033446,0.195146557691679,0.783283209711756,7153.91307326212,0.99994090982249,"binnedPhiT",7,TRUE,300,3000
0.238826551663469,0.116741502544154,0.456975084694204,7106.48913791381,0.999724042501521,"binnedPhiT",8,TRUE,300,3000
0.224679818949046,0.0988982613040736,0.544853689549662,6660.88998555845,0.999897355801559,"binnedPhiT",9,TRUE,300,3000
0.0617354211931715,0.0248884073461598,0.140073127780885,7198.66955094404,0.999681076376431,"binnedPhiT",10,TRUE,300,3000
0.656855524102375,0.327699691222077,0.975984125480404,6472.24654956777,0.9997762677018,"binnedPhiT",11,TRUE,300,3000
0.264553193962993,0.0570350231682411,0.847004983303596,6954.66541503182,0.999790701474582,"binnedPhiT",12,TRUE,300,3000
0.136483994611945,0.0542218177085431,0.37019779558566,6684.00798203763,1.00003137012294,"binnedPhiT",13,TRUE,300,3000
0.187292418524598,0.0612473820306548,0.565639711909669,6644.25154813064,0.999774681786492,"binnedPhiT",14,TRUE,300,3000
0.287302330120241,0.106401194909228,0.724089688160176,6798.77211268706,1.00001084503471,"binnedPhiT",15,TRUE,300,3000
0.178231165499328,0.0843747758496129,0.349642328992418,6652.49920565368,0.999799881989116,"binnedPhiT",16,TRUE,300,3000
