"mean","lower","mid","upper","ESS","Rhat","var","ivar","converged","ess.thres"
52.3034929911656,50.5558519344648,52.0561745123642,55.5694771658696,6611.09566232131,1.00015966058583,"rmse",1,TRUE,300
-1752.68985223315,-1764.10908517046,-1752.40224384622,-1743.08785394549,6392.30320792047,1.00017882415192,"log_lik_sum",1,TRUE,300
